Year,Industry,Average Call Duration (min),Hold Time (sec),Abandonment Rate (%),ASA (sec),ACW (sec),Sentiment Score,CSAT (%),Churn Rate (%),First Call Resolution (FCR %),Average Waiting Time (AWT sec),Average Handle Time (AHT min),Call Transfer Rate (%)
2024,Technology,5.84,4.03,5.06,9.09,48.38,0.17,98.63,5.29,81.57,40.34,10.16,8.3
2022,Technology,3.38,3.62,9.17,11.16,47.5,0.64,81.43,9.65,76.69,27.91,6.5,9.57
2021,Healthcare,3.54,3.89,9.29,10.4,68.6,0.12,76.84,10.14,73.09,48.1,8.51,3.49
2024,Transportation,3.68,5.56,9.48,7.25,77.15,0.69,95.66,10.04,93.87,45.19,6.34,2.37
2023,Technology,3.86,5.27,9.9,5.46,86.81,0.04,87.75,7.17,90.68,38.21,11.73,5.45
2023,Healthcare,6.41,4.71,6.95,11.83,76.75,0.46,93.57,11.53,92.03,57.79,8.72,2.0
2023,Healthcare,5.97,4.37,6.8,10.75,43.19,0.81,96.5,9.96,73.77,45.91,9.54,4.49
2024,Finance,5.32,6.16,9.63,12.19,87.77,0.56,91.33,8.53,83.97,50.83,5.77,4.39
2022,Retail,5.91,3.22,5.45,13.56,84.28,0.97,88.93,10.41,92.17,25.81,5.88,4.7
2022,Healthcare,3.45,5.61,6.48,6.52,82.4,0.34,83.6,12.78,84.05,31.31,10.42,7.18
2022,Healthcare,6.71,6.45,6.07,8.41,46.99,0.93,78.48,9.46,85.81,28.24,10.21,5.14
2024,Technology,5.47,6.96,9.36,12.68,66.74,0.67,87.8,12.18,73.63,53.7,8.38,8.65
2021,Finance,3.44,3.42,8.54,7.22,38.95,0.17,85.26,6.48,84.81,43.72,7.06,6.16
2024,Retail,4.8,3.27,5.47,6.77,44.44,0.59,85.24,12.37,79.63,26.86,5.22,5.01
2021,Retail,5.69,5.86,7.73,9.91,72.44,0.85,75.62,14.06,73.3,44.6,7.68,5.5
2024,Retail,4.76,3.1,6.56,13.27,48.03,0.82,73.05,9.65,83.39,20.47,8.74,8.97
2022,Finance,4.67,4.49,9.16,5.71,40.88,0.06,86.07,13.93,73.39,57.31,8.53,5.4
2023,Finance,3.53,5.89,8.52,11.56,50.2,0.34,87.65,12.75,74.88,26.43,8.69,6.96
2022,Finance,4.6,4.34,8.84,5.42,69.65,0.63,83.21,8.14,91.5,43.55,8.49,2.08
2022,Retail,6.24,3.62,8.04,7.64,43.5,0.09,90.57,5.71,87.17,32.01,10.63,3.42
2021,Retail,5.96,6.01,7.97,13.89,66.4,0.61,87.79,9.92,87.15,40.16,11.29,3.85
2023,Healthcare,3.41,3.23,8.63,6.73,64.71,0.96,70.3,5.1,81.05,26.53,7.0,2.83
2023,Technology,4.86,3.62,8.66,14.91,39.9,0.26,92.3,10.16,85.77,49.74,10.39,4.78
2021,Telecommunications,3.77,5.32,8.64,6.12,44.47,0.75,92.24,11.76,92.02,52.74,6.56,7.48
2023,Finance,5.01,6.2,8.1,11.48,75.57,0.06,86.78,8.97,79.21,50.41,8.1,4.04
2024,Transportation,4.71,4.86,9.25,14.68,41.15,0.83,81.03,9.04,91.49,21.71,9.72,1.88
2023,Healthcare,5.14,6.96,6.8,8.53,44.43,0.05,87.71,11.97,80.2,33.71,9.27,2.08
2024,Healthcare,6.09,5.02,6.45,10.08,72.17,0.69,73.8,9.2,77.42,38.46,6.74,6.03
2024,Healthcare,6.82,3.39,8.14,13.03,46.65,0.9,88.85,12.41,72.29,24.47,10.04,3.85
2021,Healthcare,5.9,4.6,6.27,11.44,36.56,0.72,82.03,7.78,85.21,47.63,10.18,9.37
2024,Healthcare,3.6,3.96,8.69,5.91,59.42,0.26,77.65,5.28,70.38,23.8,8.36,3.76
2024,Healthcare,3.06,6.46,9.09,12.01,81.1,1.0,93.91,10.33,74.09,41.1,7.17,8.32
2023,Transportation,5.57,3.23,8.91,5.47,61.77,0.1,100.0,11.97,76.97,42.83,5.99,1.15
2023,Technology,6.46,3.67,7.81,5.34,36.36,0.67,74.6,13.83,90.36,36.3,6.33,4.03
2021,Retail,5.55,3.29,6.13,13.33,82.57,0.14,84.87,8.24,83.4,59.65,8.45,1.39
2023,Telecommunications,5.95,3.81,8.72,13.5,32.77,0.34,71.16,6.44,83.13,56.12,5.72,3.63
2023,Healthcare,4.2,6.93,6.25,6.87,51.38,0.86,81.76,5.55,90.31,47.71,10.9,5.19
2024,Healthcare,6.57,3.77,9.33,10.73,82.98,0.91,73.94,5.75,87.17,35.42,9.98,5.47
2024,Retail,3.69,3.48,5.75,11.47,37.9,0.87,74.5,10.68,78.29,32.76,10.4,1.86
2022,Telecommunications,3.18,5.74,9.74,13.92,41.69,0.42,77.44,6.98,70.07,37.47,9.45,6.4
2023,Technology,6.28,4.47,7.89,12.0,34.22,0.8,77.31,7.18,77.85,31.86,6.9,1.94
2023,Telecommunications,4.9,3.18,6.83,5.96,85.81,0.57,99.5,10.65,85.37,22.82,7.85,2.21
2023,Transportation,3.07,6.72,7.07,12.7,51.8,0.23,71.12,6.44,80.0,45.17,5.17,4.35
2022,Telecommunications,3.05,3.89,6.66,9.92,50.78,0.63,70.32,9.18,80.42,54.3,8.95,1.87
2021,Retail,3.67,3.85,6.15,11.96,76.82,0.49,90.18,11.35,77.23,57.41,8.86,7.06
2024,Healthcare,6.97,5.97,9.81,9.05,63.1,0.86,74.71,11.16,89.33,56.92,7.05,4.47
2021,Retail,4.92,5.48,5.38,14.32,58.55,0.75,79.29,9.22,81.09,24.38,7.56,8.44
2022,Retail,3.26,3.71,9.1,6.81,72.97,0.9,80.22,6.3,85.51,45.06,10.51,3.22
2024,Retail,5.56,4.37,5.41,9.36,39.42,0.83,79.56,14.09,92.77,46.07,8.21,5.74
2022,Technology,5.16,3.66,9.85,13.42,66.96,0.27,70.48,13.31,94.77,28.26,8.34,9.48
2022,Retail,4.46,6.22,6.83,12.81,62.27,0.13,83.62,5.2,72.87,57.17,8.33,8.15
2022,Healthcare,3.92,3.33,7.74,6.35,44.04,0.39,97.82,13.25,89.67,25.2,5.89,6.8
2021,Technology,5.84,6.75,7.3,11.76,86.22,0.58,87.84,8.21,73.29,52.68,5.25,1.52
2023,Technology,6.94,6.33,9.82,14.59,89.7,0.45,84.24,8.08,83.44,47.01,7.08,1.75
2023,Finance,4.44,4.01,5.77,12.92,67.15,0.08,95.05,7.28,79.1,43.42,7.26,8.41
2023,Telecommunications,5.19,5.13,5.58,10.14,30.74,0.49,70.09,9.06,78.56,27.56,8.19,5.82
2022,Retail,4.52,6.23,7.13,11.18,79.3,1.0,82.29,11.2,87.02,38.58,8.77,9.84
2024,Telecommunications,3.17,5.19,5.31,8.25,82.0,0.28,91.03,14.75,76.31,34.81,9.02,2.6
2022,Healthcare,6.29,6.24,8.02,12.9,33.22,0.7,96.19,13.36,84.1,40.99,6.05,8.62
2024,Healthcare,5.96,5.99,7.65,6.9,82.95,0.29,99.81,11.67,86.51,44.46,7.81,3.0
2023,Finance,5.72,5.89,8.57,12.51,80.05,0.26,76.98,12.95,79.3,59.17,9.64,8.84
2024,Finance,5.11,6.47,6.26,6.45,44.5,0.74,89.3,6.6,79.74,24.36,11.53,5.07
2021,Transportation,6.18,6.69,5.96,14.0,52.39,0.26,97.87,13.21,71.84,54.87,9.01,2.93
2024,Transportation,6.32,5.41,8.55,10.11,32.88,0.36,71.88,10.86,86.35,45.19,11.86,6.16
2021,Finance,3.64,6.3,6.77,5.13,52.25,0.54,70.91,10.68,88.72,29.17,6.28,7.07
2024,Finance,6.4,4.95,9.67,5.51,45.41,0.5,88.17,12.79,83.97,54.99,5.3,3.05
2021,Healthcare,3.46,6.76,9.51,12.71,78.07,0.56,78.98,10.61,91.79,39.71,7.33,9.54
2021,Transportation,3.08,5.44,9.31,9.13,79.99,0.26,79.07,7.85,84.64,32.68,5.37,7.67
2021,Telecommunications,6.4,3.42,7.55,14.68,50.15,0.17,72.23,10.63,71.73,58.84,8.93,3.17
2023,Retail,5.06,5.39,6.35,6.22,88.47,0.33,87.96,6.86,76.46,22.57,10.47,3.51
2024,Finance,3.7,5.94,5.41,10.0,58.69,0.92,93.1,12.29,73.01,27.1,10.02,2.62
2023,Healthcare,4.68,5.89,7.31,11.19,66.86,0.51,81.47,7.26,76.49,51.08,7.39,7.58
2022,Technology,6.2,3.16,8.54,13.2,39.42,0.85,77.09,9.08,80.55,28.99,7.93,7.13
2021,Technology,5.81,6.01,7.62,7.26,81.52,0.69,70.66,14.36,94.84,51.08,10.68,6.49
2024,Healthcare,4.94,3.74,8.78,7.8,43.0,0.33,95.81,11.64,83.74,31.67,9.77,3.97
2023,Technology,6.68,6.04,6.55,11.57,58.08,0.66,96.61,9.6,82.97,24.37,9.77,1.97
2021,Retail,5.49,5.46,8.9,11.88,57.81,0.89,88.86,12.92,79.05,58.53,10.51,3.96
2021,Technology,3.56,4.97,8.07,8.12,76.74,0.39,78.9,6.7,74.39,48.43,8.21,8.85
2023,Transportation,4.02,6.85,6.58,10.94,35.3,0.21,94.03,6.22,87.93,56.72,7.92,5.0
2024,Healthcare,4.13,4.28,9.29,7.47,41.75,0.44,84.03,8.64,73.59,29.5,5.43,5.91
2024,Technology,3.92,6.36,5.52,6.45,64.11,0.96,91.23,9.8,92.47,34.62,7.36,3.34
2021,Telecommunications,6.27,4.76,8.89,14.47,70.03,0.65,86.7,13.16,74.0,26.27,9.31,1.28
2022,Transportation,5.26,6.07,9.46,12.53,41.08,0.92,98.11,8.17,70.99,21.95,8.56,1.86
2024,Technology,6.56,3.36,8.11,10.62,63.64,0.49,95.86,7.26,88.6,41.32,9.5,8.17
2021,Technology,5.78,4.61,5.24,12.14,50.32,0.78,89.16,10.26,93.1,24.28,8.5,1.56
2024,Technology,3.88,4.59,9.0,7.91,40.08,0.69,97.82,12.07,84.08,20.92,5.88,9.43
2021,Technology,3.69,4.79,9.1,14.41,69.75,0.44,91.92,13.55,93.58,27.51,7.49,4.79
2024,Telecommunications,3.16,3.46,7.76,5.45,47.13,0.18,76.86,7.76,91.89,48.09,7.11,5.39
2021,Retail,6.74,5.41,5.29,7.5,30.44,0.48,77.83,11.49,70.04,49.06,6.29,5.64
2023,Transportation,6.16,5.8,8.8,5.92,33.56,0.81,74.91,10.14,80.21,48.36,5.34,8.15
2021,Telecommunications,6.31,4.48,5.13,8.02,89.03,0.6,95.44,9.4,83.97,24.32,8.41,4.97
2023,Healthcare,5.42,6.99,8.55,6.85,75.51,0.36,75.59,11.56,91.35,41.99,6.46,6.37
2023,Technology,4.98,3.8,9.29,13.37,38.6,0.72,97.87,6.57,76.07,20.39,6.65,9.04
2023,Finance,3.64,6.45,9.07,13.13,69.16,0.92,93.66,14.52,82.56,39.47,10.65,8.89
2022,Healthcare,3.85,6.8,6.77,7.27,33.32,0.48,75.93,8.52,80.09,22.48,9.28,7.46
2021,Telecommunications,4.46,5.71,9.36,13.99,85.66,0.42,80.12,10.7,84.45,27.12,9.66,9.71
2024,Retail,5.84,3.93,6.19,10.92,44.93,0.44,77.9,12.18,72.22,49.13,9.9,3.93
2023,Telecommunications,4.31,6.29,5.68,13.56,63.58,0.22,88.69,13.13,74.32,25.44,7.13,8.47
2022,Technology,5.55,5.93,7.62,10.47,45.22,0.9,88.74,9.62,79.85,30.87,11.19,5.48
2023,Finance,5.34,4.79,5.32,14.56,49.5,0.6,76.66,12.96,89.2,31.88,6.65,8.72
2023,Telecommunications,4.46,5.85,7.06,9.11,66.57,0.38,78.43,6.67,77.18,20.99,8.64,9.31
2021,Retail,6.83,6.14,9.52,14.42,51.48,0.63,88.67,9.24,74.83,57.04,10.1,2.04
2023,Telecommunications,6.04,4.88,5.32,12.95,78.97,0.18,85.42,12.95,80.9,33.11,9.39,1.33
2021,Transportation,6.29,4.3,7.36,6.39,60.88,0.8,85.33,13.83,93.8,42.96,9.43,8.32
2023,Technology,3.96,4.45,5.32,5.27,45.09,0.57,90.22,7.41,92.97,40.82,9.06,7.61
2024,Healthcare,3.66,3.69,6.89,6.34,83.73,0.74,70.61,6.13,73.13,23.57,6.41,3.96
2021,Retail,3.87,5.01,8.76,11.9,84.61,0.78,83.29,7.88,74.82,46.05,8.24,8.58
2022,Technology,3.52,3.33,6.72,12.91,52.9,0.08,93.8,9.39,89.23,48.39,6.91,6.77
2023,Finance,5.33,4.88,8.43,13.19,84.07,0.0,94.17,5.79,72.65,46.05,10.72,4.61
2023,Healthcare,6.27,6.95,9.41,13.47,33.69,0.3,71.72,7.21,72.25,27.76,7.43,4.06
2024,Finance,6.84,6.02,5.33,14.81,44.4,0.88,99.58,9.01,93.16,27.49,11.08,7.62
2024,Transportation,5.11,5.8,7.41,6.84,85.24,0.25,79.84,6.77,90.38,43.35,6.76,7.64
2023,Technology,5.18,6.44,5.52,14.61,87.2,0.47,87.25,14.99,71.11,29.75,9.5,6.61
2023,Technology,3.16,6.03,5.26,9.79,52.25,0.37,99.02,6.61,71.71,59.54,7.09,2.0
2021,Transportation,4.76,4.77,8.55,10.12,60.15,0.07,93.24,10.69,92.7,51.84,8.32,1.78
2021,Healthcare,5.9,3.12,6.0,14.47,85.0,0.34,74.0,10.2,91.68,23.94,8.62,4.16
2021,Retail,6.34,3.08,7.02,6.68,35.23,0.7,99.36,12.95,82.63,45.43,5.1,5.78
2022,Retail,3.25,5.15,8.36,9.55,50.2,0.74,81.46,12.05,92.53,38.77,10.14,2.07
2022,Technology,4.77,3.7,9.27,9.45,61.21,0.09,91.92,5.35,91.13,46.47,8.37,1.49
2023,Telecommunications,6.72,4.91,9.34,13.96,83.59,0.66,78.65,5.87,76.63,52.67,6.1,8.42
2024,Technology,5.35,3.48,5.54,14.53,51.6,0.74,95.94,5.93,76.11,44.39,9.0,6.71
2022,Healthcare,4.24,5.18,6.68,14.06,76.65,0.52,71.17,10.56,86.8,55.68,7.51,4.24
2024,Technology,3.4,6.97,6.0,12.48,89.48,0.9,70.89,12.84,76.41,43.92,11.84,5.23
2023,Healthcare,5.15,5.2,9.82,5.1,47.8,0.45,75.11,12.23,76.42,25.98,5.53,2.82
2021,Telecommunications,5.51,3.45,6.41,11.93,30.63,0.7,92.31,8.69,74.22,35.6,10.67,7.15
2023,Finance,4.6,3.09,7.14,13.83,49.76,0.71,96.15,8.89,83.63,49.75,8.46,3.19
2022,Healthcare,6.99,6.67,9.64,11.06,30.37,0.85,71.65,9.96,89.61,44.35,5.47,6.66
2024,Retail,5.21,5.1,5.58,10.79,45.31,0.05,93.46,13.74,74.8,34.06,10.7,4.2
2024,Healthcare,6.64,6.26,8.8,12.38,59.98,0.35,93.75,10.25,71.25,51.27,7.24,2.97
2023,Technology,3.87,5.9,7.73,13.78,46.43,0.33,80.47,7.91,80.78,33.03,11.62,4.11
2023,Transportation,5.23,3.16,5.95,6.72,36.49,0.62,89.99,8.29,71.09,54.3,6.49,3.32
2021,Healthcare,3.68,6.67,6.77,11.53,72.16,0.15,79.65,14.5,78.34,43.98,11.71,8.6
2023,Finance,5.33,6.52,9.37,8.86,77.4,0.02,70.94,8.25,89.07,31.62,5.48,9.74
2021,Healthcare,3.46,6.87,8.85,10.66,71.95,0.96,85.57,12.58,79.84,27.83,8.63,2.37
2023,Telecommunications,3.88,5.42,9.69,5.25,53.66,0.72,73.04,12.99,90.68,42.47,7.74,4.37
2024,Healthcare,3.34,6.46,8.87,12.22,88.29,0.55,79.6,5.36,82.86,52.63,11.92,7.88
2021,Transportation,5.12,6.63,5.5,7.13,83.82,0.51,70.24,5.16,90.87,32.14,6.38,8.33
2021,Technology,3.99,3.38,5.44,12.37,31.74,0.28,98.59,5.4,84.16,59.43,11.05,1.73
2023,Finance,3.4,3.02,5.41,11.1,55.37,0.52,87.63,9.3,87.42,21.39,5.4,7.13
2024,Telecommunications,6.96,3.94,8.03,14.11,59.88,0.93,77.45,9.54,85.85,31.49,7.37,7.37
2021,Telecommunications,4.33,6.15,5.29,7.0,59.57,0.93,91.24,14.52,81.25,53.75,6.04,2.76
2021,Retail,5.28,5.08,9.72,13.82,65.99,0.91,93.72,14.61,81.79,38.45,7.95,1.81
2023,Telecommunications,6.93,4.99,9.49,10.58,50.02,0.7,81.56,7.01,94.8,50.93,7.95,8.49
2021,Technology,5.91,5.72,8.9,12.54,30.01,0.11,76.41,5.38,94.86,52.54,8.03,4.55
2022,Telecommunications,4.6,5.09,9.28,11.39,63.5,0.77,85.73,12.26,86.66,53.38,10.75,3.93
2024,Transportation,5.44,5.88,9.33,13.34,30.45,0.59,84.65,5.77,78.24,47.75,11.97,3.83
2022,Transportation,5.73,3.64,8.68,8.19,82.88,0.62,97.01,10.18,70.54,31.57,6.16,2.12
2023,Technology,4.92,3.47,5.57,11.4,67.55,0.34,88.01,14.04,92.92,42.93,5.26,9.88
2023,Healthcare,3.45,6.24,9.14,11.58,87.02,0.77,98.41,12.95,81.93,21.18,7.34,8.13
2023,Telecommunications,3.87,6.91,7.02,8.4,40.95,0.8,77.19,9.19,79.92,47.78,10.66,6.42
2022,Transportation,3.97,3.62,9.5,5.95,83.57,0.98,85.56,11.45,79.99,29.21,9.73,2.89
2023,Telecommunications,6.72,6.44,9.95,7.17,70.33,0.21,92.33,13.16,87.2,28.15,9.99,7.94
2022,Finance,4.39,4.46,6.63,5.53,41.26,0.79,77.36,8.21,88.35,42.18,5.94,5.97
2024,Retail,5.73,3.86,6.1,12.98,54.53,0.43,81.21,14.47,83.41,29.18,9.1,6.2
2022,Healthcare,4.89,4.26,8.35,12.37,75.59,0.04,93.66,12.09,76.17,48.46,11.54,8.9
2021,Retail,5.91,6.16,9.63,13.59,75.26,0.93,98.12,8.79,75.69,57.06,5.07,1.73
2022,Telecommunications,5.78,5.47,6.59,5.99,44.44,0.73,79.16,11.88,86.84,35.35,7.33,1.03
2022,Finance,5.9,3.81,9.46,13.73,88.02,0.58,98.94,9.9,78.73,29.26,10.71,1.29
2022,Healthcare,3.01,3.34,7.86,13.1,81.08,0.8,83.08,9.08,93.61,55.17,5.17,2.76
2022,Healthcare,6.01,4.38,6.4,12.9,76.86,0.22,70.64,7.25,72.86,58.32,9.74,2.47
2023,Transportation,5.26,5.75,9.4,13.04,62.45,0.69,91.74,9.02,78.32,50.65,6.71,9.47
2022,Transportation,6.33,5.65,6.62,10.53,67.91,0.3,76.09,6.27,91.86,32.55,8.33,4.86
2023,Retail,4.2,4.1,6.56,11.95,43.21,0.99,98.0,10.98,76.8,35.26,6.11,9.89
2022,Retail,3.57,3.33,9.58,7.23,57.19,0.54,94.27,6.24,85.54,28.82,9.01,3.35
2023,Telecommunications,5.63,5.59,9.38,13.46,61.08,0.71,91.13,11.02,86.13,26.49,10.66,7.11
2022,Technology,3.58,4.71,7.91,11.22,54.13,0.74,97.37,7.2,94.66,22.68,9.9,4.38
2023,Healthcare,6.65,4.31,7.36,7.27,61.81,0.07,88.06,7.43,94.52,25.76,11.13,2.97
2021,Healthcare,5.37,4.25,5.18,6.71,67.2,0.03,74.88,7.72,74.64,33.7,5.52,6.11
2021,Technology,4.38,6.76,7.41,5.92,75.46,0.43,79.62,6.01,86.69,46.63,11.22,4.45
2022,Telecommunications,3.8,5.16,6.8,9.14,36.49,0.38,72.69,14.56,73.89,38.84,8.84,9.97
2024,Technology,3.23,6.02,9.91,14.29,36.5,0.61,89.74,11.59,81.14,34.53,11.85,8.95
2022,Technology,6.25,6.3,9.13,14.04,53.82,0.3,79.24,6.47,85.76,35.8,8.31,1.07
2022,Transportation,3.69,6.23,8.03,7.55,55.5,0.99,73.12,13.51,76.67,52.15,10.58,2.27
2022,Telecommunications,5.12,3.05,9.8,9.52,40.07,0.44,82.46,9.75,87.63,45.76,11.59,3.83
2022,Telecommunications,5.09,6.66,6.0,8.87,58.97,0.66,81.92,5.34,91.09,50.36,8.61,4.9
2022,Healthcare,5.44,5.78,7.27,8.99,67.49,0.63,75.39,11.83,78.94,36.88,5.44,8.03
2021,Finance,3.5,6.68,9.95,11.06,67.25,0.63,72.72,13.64,82.9,36.53,5.97,7.35
2022,Retail,4.34,3.27,6.41,6.82,36.2,0.78,87.09,10.85,86.53,49.01,11.03,7.82
2023,Healthcare,3.25,5.79,9.97,6.98,75.35,0.91,70.45,7.99,75.94,24.47,5.45,8.9
2022,Transportation,5.02,5.25,8.85,9.59,79.32,0.96,85.86,10.88,93.78,40.82,5.63,1.86
2024,Retail,3.35,4.52,7.67,8.93,40.91,0.99,70.6,9.95,79.88,56.35,8.68,9.79
2023,Retail,3.04,5.03,6.72,13.7,87.0,0.37,81.49,13.63,78.13,38.6,6.43,6.89
2024,Transportation,6.04,5.25,8.9,6.09,80.28,0.53,75.44,7.19,93.64,57.19,10.85,8.24
2022,Technology,5.06,3.65,9.49,9.45,54.48,0.48,92.52,12.46,76.83,37.62,10.0,9.73
2023,Technology,6.33,5.45,6.33,12.34,76.59,0.86,96.33,8.48,91.55,47.14,10.79,7.38
2024,Telecommunications,4.91,4.15,7.42,8.43,62.92,0.89,97.59,5.02,73.94,42.09,6.97,9.09
2022,Retail,6.4,5.28,6.72,6.17,45.79,0.1,75.87,11.56,76.1,44.47,7.31,9.05
2021,Retail,5.1,5.41,5.83,11.84,47.45,0.77,85.14,5.44,77.9,24.02,5.39,3.71
2024,Healthcare,6.59,3.6,6.79,8.77,41.96,0.25,80.24,12.46,77.76,22.55,11.37,8.68
2024,Retail,5.39,3.52,7.28,6.71,80.8,0.78,80.64,12.68,93.54,40.77,7.77,8.39
2024,Telecommunications,4.58,5.91,9.34,9.13,32.87,0.11,74.68,9.38,90.74,21.66,11.62,2.73
2024,Healthcare,5.74,3.51,6.84,8.26,54.6,0.28,81.88,5.5,74.5,22.3,10.83,8.9
2023,Healthcare,3.05,5.69,5.35,14.55,84.71,0.96,98.57,14.03,91.94,51.35,11.24,4.06
2021,Transportation,4.52,6.31,5.53,10.13,48.46,0.13,73.61,11.03,89.8,34.07,5.98,3.92
2022,Technology,5.36,3.63,9.53,10.9,71.99,0.86,85.5,9.69,78.84,41.57,6.59,6.38
2021,Telecommunications,4.28,6.11,7.59,12.67,65.17,0.8,74.27,13.75,87.31,56.79,11.14,2.52
2022,Finance,4.4,5.74,7.5,9.93,76.03,0.99,97.63,12.77,91.93,28.75,9.41,7.35
2021,Healthcare,3.07,5.76,5.22,7.58,78.54,0.84,79.52,10.38,85.95,27.07,5.13,5.13
2023,Retail,6.08,6.86,6.18,6.0,54.67,0.87,92.69,14.86,90.96,26.96,5.89,1.88
2024,Retail,4.81,3.97,7.33,9.57,79.88,0.37,84.58,14.07,79.36,31.29,8.46,9.57
2022,Technology,4.9,4.7,6.85,7.16,71.48,0.25,95.4,13.7,85.57,51.07,6.57,7.77
2022,Transportation,4.56,4.35,5.69,8.24,64.23,0.83,98.1,11.15,77.94,51.89,10.38,1.9
2023,Retail,6.11,6.92,5.4,8.56,39.63,0.62,78.2,9.09,85.26,28.93,6.28,4.14
2023,Telecommunications,3.84,3.92,7.07,12.47,35.51,0.91,90.93,13.0,84.4,28.05,10.16,4.98
2024,Telecommunications,5.15,3.4,5.08,11.06,78.63,0.29,88.28,9.74,80.51,44.61,5.93,7.24
2024,Healthcare,4.16,5.45,5.96,9.64,79.52,0.14,70.04,12.37,83.59,35.32,11.84,1.48
2021,Healthcare,3.29,5.44,5.24,13.57,73.07,0.52,74.9,14.01,71.93,38.72,5.09,4.69
2023,Retail,6.52,5.49,6.89,8.32,81.93,0.46,77.41,5.8,86.46,55.73,5.61,1.42
2024,Retail,5.84,4.74,8.26,12.08,76.61,0.76,82.68,7.76,91.61,58.94,9.24,7.6
2024,Healthcare,5.84,4.64,9.48,14.87,67.95,0.91,86.21,12.01,89.23,25.74,8.66,6.35
2021,Telecommunications,4.29,6.44,5.52,9.46,78.13,0.91,92.88,7.96,72.89,39.94,5.94,9.36
2022,Technology,3.46,6.37,6.81,10.89,68.42,0.9,84.03,6.55,76.61,23.73,6.42,3.48
2023,Healthcare,4.68,3.84,7.72,8.02,87.4,0.39,77.32,13.59,74.38,43.04,10.01,8.91
2022,Transportation,6.11,3.86,5.81,7.45,54.06,0.45,91.03,5.23,86.41,45.87,9.21,6.93
2023,Technology,4.32,5.73,7.88,11.92,69.02,0.27,96.43,14.38,82.94,52.12,5.06,8.54
2024,Telecommunications,6.93,4.15,6.05,5.75,74.89,0.84,85.41,14.67,77.64,30.47,8.29,6.98
2022,Retail,4.64,3.6,6.53,5.95,56.71,0.81,90.42,6.85,89.36,54.55,11.94,3.6
2022,Retail,5.36,6.08,5.93,13.3,55.51,0.46,92.55,14.53,86.57,22.17,9.07,3.06
2024,Finance,3.75,3.69,9.18,7.63,33.78,0.61,87.09,11.62,93.95,34.05,5.94,9.94
2021,Healthcare,3.27,5.94,5.06,6.2,42.94,0.2,96.23,8.06,92.26,31.82,7.66,1.37
2024,Retail,3.59,4.71,9.24,7.28,44.95,0.62,74.29,14.67,92.83,33.08,5.48,2.34
2023,Healthcare,4.05,3.28,8.15,8.54,48.89,0.37,80.23,10.92,93.95,32.24,6.68,6.01
2021,Technology,4.28,6.52,8.97,5.39,41.25,0.55,84.61,14.81,79.95,37.7,8.13,3.66
2023,Retail,4.19,4.58,9.14,10.06,65.41,0.33,87.43,9.64,85.92,50.39,5.72,2.64
2023,Retail,5.49,3.82,9.23,9.43,60.54,0.74,92.09,10.44,85.42,57.45,7.85,7.45
2022,Finance,4.24,3.23,7.89,9.3,42.56,0.65,94.35,6.33,81.37,29.67,6.48,9.29
2024,Healthcare,3.37,5.08,7.95,9.25,71.55,0.54,70.22,10.53,77.21,40.91,7.69,3.66
2023,Healthcare,3.24,3.72,7.81,8.94,39.43,0.73,72.35,12.22,91.24,29.86,5.2,1.18
2021,Transportation,6.04,4.67,7.91,13.72,42.39,0.01,72.41,9.09,70.2,45.45,11.09,6.24
2023,Telecommunications,4.84,6.68,9.53,6.93,89.73,0.43,75.01,8.91,77.62,57.47,10.45,2.53
2022,Healthcare,4.6,3.66,7.97,12.5,71.33,0.76,71.42,12.42,92.29,43.42,8.57,3.63
2024,Finance,4.47,3.22,7.57,12.15,76.1,0.26,73.74,12.55,71.21,37.23,11.37,8.49
2022,Technology,6.15,4.19,8.17,13.9,48.92,0.13,95.41,8.56,74.21,59.57,6.07,2.69
2023,Healthcare,3.33,5.8,7.89,5.02,67.18,0.35,75.98,9.35,80.5,24.53,8.73,5.74
2024,Transportation,4.14,4.18,6.38,10.36,59.11,0.76,91.34,13.73,83.12,50.07,6.76,1.94
2023,Transportation,6.67,4.55,7.72,6.44,48.75,0.13,73.8,13.86,81.63,44.27,5.68,5.14
2021,Technology,3.64,5.6,6.17,12.06,38.07,0.55,88.06,7.47,84.54,49.7,11.39,3.46
2024,Retail,4.6,6.18,9.07,10.06,40.86,0.98,76.53,10.65,83.08,46.28,10.38,4.55
2024,Healthcare,4.69,6.46,5.83,13.5,71.23,0.57,77.36,14.77,79.26,38.36,5.22,4.03
2022,Finance,4.42,4.79,6.11,7.06,74.98,0.25,97.51,13.32,77.77,54.48,6.47,9.46
2021,Healthcare,3.74,3.93,6.7,7.96,54.88,0.03,93.22,9.4,89.72,52.47,8.21,6.25
2021,Finance,3.03,6.32,8.69,5.8,62.36,0.91,77.12,12.94,82.08,59.28,10.5,2.95
2024,Technology,4.35,3.39,6.21,7.59,33.43,0.09,98.64,13.4,91.64,56.77,6.84,5.06
2022,Healthcare,6.86,6.92,8.15,10.56,37.86,0.77,70.31,10.67,78.94,39.09,8.58,8.49
2023,Transportation,4.43,6.26,9.7,6.46,44.32,0.51,70.66,11.66,80.19,44.13,11.12,6.76
2022,Finance,4.01,4.14,8.17,13.97,49.43,0.46,78.67,9.25,84.96,23.65,5.97,6.17
2023,Retail,3.1,6.31,7.57,5.66,54.43,0.24,93.79,10.23,92.66,49.1,11.32,5.57
